id,ra,dec,dist,dist84,dist16,x,y,z,g,bp,rp,class,xtime,seto,SN,xtime_err
2740461336992008192,2.6671688607784008,2.6639034404262536,105.84641,106.04449,105.67098,-12.678043690438244,53.672850947241855,-90.33979915739666,10.568946,10.951929,10.018885,SOLAR_LIKE,2457082.0676114676,False,1604,0.6091046
3562695270616597760,165.49807647088647,-15.57564125996633,122.946785,123.26239,122.62989,-3.4111669394551427,-94.5058996453969,78.56671300868051,14.076663,15.090093,13.078517,SOLAR_LIKE,2457365.8665920487,False,1604,1.0314691
1023598634871464576,137.91615823330676,53.990649339528794,78.23443,78.318405,78.14881,-55.51096955495177,16.693384961232084,52.512201358062825,13.625064,14.755355,12.570041,SOLAR_LIKE,2457497.3485468714,False,1604,0.27657053
4768158690704110208,86.87671688420436,-53.30183611773237,99.42132,99.54961,99.30357,-13.529606011789838,-84.33637057580057,-50.8743888591701,10.325733,10.709602,9.782322,SOLAR_LIKE,2457608.246813654,False,1604,0.4012257
3259474496530879360,63.40358754057237,3.4347707593017147,66.54627,66.621765,66.46752,-55.50575749428572,-8.749005397152295,-35.60919498029135,13.588722,14.85216,12.474564,SOLAR_LIKE,2457824.294592299,False,1604,0.25153744
3260773191560011008,51.13505960112249,-3.752139834944745,71.218864,71.291435,71.151024,-48.62869612240229,-6.061630535606561,-51.65309429341731,10.775351,11.327644,10.077477,SOLAR_LIKE,2457399.9311242225,False,1604,0.22898033
5210303755392260224,128.3195384409962,-76.66812103795968,156.13168,156.35513,155.82661,49.94404907109492,-137.07949105159722,-55.62883549947897,12.460445,13.030265,11.7429905,SOLAR_LIKE,2457545.79058553,False,1604,0.86189866
826247498960352768,144.61319026033132,50.157457402468616,80.32656,80.441025,80.211586,-53.391850214697115,12.08244864769042,58.760840615799296,11.112014,11.70247,10.386793,SOLAR_LIKE,2457116.9071245273,False,1604,0.3741646
843379779907276416,165.8738086681958,53.502547878257744,92.2153,92.34552,92.09741,-44.41539846953037,23.137760600819803,77.41583577333664,13.871516,14.999437,12.815486,SOLAR_LIKE,2457420.4599490785,False,1604,0.4046099
5567787421176897408,91.59991715921912,-45.28202299794556,90.16917,90.23429,90.09971,-24.37200608688454,-76.94708887432144,-40.17873169553698,9.639767,9.966751,9.146663,SOLAR_LIKE,2456932.932130401,False,1604,0.21947473
1778918726075155968,334.58757979840124,21.86844922996592,143.01535,143.285,142.7289,17.246577319398057,124.36236919334934,-68.4898905669204,13.318871,14.092062,12.463068,SOLAR_LIKE,2457545.7697163257,False,1604,0.90688854
508483450222859392,30.788039881481936,61.80952266938112,78.62006,78.70595,78.52152,-51.85542595154584,59.07019230673759,0.28049556877021686,10.039562,10.444272,9.43387,SOLAR_LIKE,2456969.550408331,False,1604,0.30075753
3817626146846886784,171.0528006362125,7.544726109843148,116.10188,116.35938,115.84871,-16.483474036976986,-52.753992675975226,102.09838301531276,13.338352,14.306779,12.363915,SOLAR_LIKE,2457273.7068204503,False,1604,0.8327971
4890868448971525760,61.63949754729344,-25.09412950618358,77.12467,77.23074,77.009186,-39.79429995909413,-35.37971955870994,-55.774399983806774,14.206398,15.466277,13.0979595,SOLAR_LIKE,2457490.5219941284,False,1604,0.36131215
1132835901068817152,164.32164319371907,79.51083303992344,90.76856,90.87073,90.671524,-46.04634111663745,56.821983152594484,53.7352315604323,9.318952,9.611766,8.856828,SOLAR_LIKE,2457728.402128524,False,1604,0.32485744
1136873861817897856,116.47915425646674,77.35566690436723,82.29211,82.36185,82.20897,-52.36243053607541,48.838952007638774,40.52324653810062,13.640843,14.7415905,12.599698,SOLAR_LIKE,2457410.3001604937,False,1604,0.24931036
5694898490141762048,126.20596645457931,-26.599361426036314,87.228775,87.36216,87.10811,-33.493281455070246,-79.93447734946473,9.785387024109802,14.303835,15.519364,13.212439,SOLAR_LIKE,2457437.853563537,False,1604,0.4143021
4703413845422778624,4.987185001320624,-68.5047783047168,168.74512,169.01091,168.45177,67.59463569902528,-89.23735316676705,-126.27816321235532,11.718599,12.121973,11.152158,SOLAR_LIKE,2457482.35647404,False,1604,0.9118404
4704126393380771456,14.998207630923797,-68.37964172716201,156.45322,156.7718,156.19489,54.01165874617345,-87.76842002263862,-117.72820607813954,11.545292,11.94557,10.979241,SOLAR_LIKE,2457171.321698096,False,1604,0.94083
5497083497751250304,99.73930545337336,-55.629606999349086,104.4639,104.57186,104.359535,-8.582992180235124,-95.19328930698069,-42.152318249379846,13.895099,15.059158,12.82307,SOLAR_LIKE,2457728.9257131694,False,1604,0.34625748
5481054130046843904,93.22673689224678,-62.08533229931376,112.8677,113.04003,112.63737,2.22954982860756,-99.43723154933443,-53.35261517537218,14.539192,15.780664,13.435121,SOLAR_LIKE,2457187.367525749,False,1604,0.65665746
4757528406135383424,85.01800820175089,-62.87692165980478,113.88494,113.99807,113.72873,3.488546882560513,-96.49536681133975,-60.385752888300686,13.333423,14.275477,12.375648,SOLAR_LIKE,2457645.9030182566,False,1604,0.43923563
